Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,3675.68000000,3675.68000000,3675.17000000,3675.17000000,4.45100000,1736145776999,16360.30267200,60,0.00000000,0.00000000,0
1736145777000,3675.17000000,3675.17000000,3675.17000000,3675.17000000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,3675.14000000,3675.14000000,3675.14000000,3675.14000000,0.00460000,1736145778999,16.90564400,2,0.00000000,0.00000000,0
1736145779000,3675.15000000,3675.15000000,3675.15000000,3675.15000000,0.01290000,1736145779999,47.40943500,1,0.01290000,47.40943500,0
1736145780000,3675.15000000,3675.15000000,3675.14000000,3675.14000000,0.00930000,1736145780999,34.17885600,4,0.00540000,19.84581000,0
1736145781000,3675.15000000,3675.15000000,3675.15000000,3675.15000000,0.01080000,1736145781999,39.69162000,1,0.01080000,39.69162000,0
1736145782000,3675.14000000,3675.15000000,3675.14000000,3675.15000000,6.68560000,1736145782999,24570.51639200,6,0.04080000,149.94612000,0
1736145783000,3675.15000000,3675.15000000,3675.15000000,3675.15000000,0.15170000,1736145783999,557.52025500,2,0.15170000,557.52025500,0
1736145784000,3675.14000000,3675.14000000,3675.10000000,3675.11000000,0.06720000,1736145784999,246.96761900,11,0.04350000,159.86728500,0
1736145785000,3675.11000000,3675.11000000,3674.89000000,3674.89000000,12.51810000,1736145785999,46005.20296800,37,10.72880000,39429.52016800,0
1736145786000,3674.89000000,3674.89000000,3674.77000000,3674.77000000,0.64230000,1736145786999,2360.36011100,21,0.10180000,374.09158600,0
1736145787000,3674.77000000,3674.77000000,3674.76000000,3674.76000000,0.37900000,1736145787999,1392.73728000,5,0.32400000,1190.62548000,0
1736145788000,3674.76000000,3674.76000000,3674.76000000,3674.76000000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,3674.76000000,3674.76000000,3674.76000000,3674.76000000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,3674.76000000,3674.82000000,3674.76000000,3674.82000000,11.41980000,1736145790999,41965.03264300,28,0.74250000,2728.51769500,0
1736145791000,3674.82000000,3675.30000000,3674.82000000,3675.30000000,0.68420000,1736145791999,2514.45380600,98,0.68420000,2514.45380600,0
1736145792000,3675.31000000,3675.31000000,3675.31000000,3675.31000000,0.05980000,1736145792999,219.78353800,4,0.05980000,219.78353800,0
1736145793000,3675.30000000,3675.45000000,3675.30000000,3675.44000000,12.91340000,1736145793999,47462.28397300,79,11.32930000,41640.23974500,0
1736145794000,3675.44000000,3675.44000000,3675.44000000,3675.44000000,0.00000000,1736145794999,0.00000000,0,0.00000000,0.00000000,0
1736145795000,3675.45000000,3675.45000000,3675.44000000,3675.44000000,0.09310000,1736145795999,342.18428000,2,0.08160000,299.91672000,0
1736145796000,3675.44000000,3675.44000000,3675.03000000,3675.03000000,0.15990000,1736145796999,587.63983000,12,0.13980000,513.76919400,0
1736145797000,3675.02000000,3675.03000000,3675.02000000,3675.02000000,10.66090000,1736145797999,39179.02075300,5,0.00350000,12.86260500,0
1736145798000,3675.02000000,3675.02000000,3674.82000000,3674.82000000,0.10440000,1736145798999,383.66405600,18,0.00000000,0.00000000,0
1736145799000,3674.81000000,3674.81000000,3674.81000000,3674.81000000,0.62280000,1736145799999,2288.67166800,6,0.00000000,0.00000000,0
1736145800000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.00170000,1736145800999,6.24719400,1,0.00170000,6.24719400,0
1736145801000,3674.82000000,3674.82000000,3674.81000000,3674.81000000,10.93750000,1736145801999,40193.34291300,7,10.85380000,39885.76131600,0
1736145802000,3674.81000000,3674.82000000,3674.81000000,3674.82000000,3.03320000,1736145802999,11146.43402400,3,0.03320000,122.00402400,0
1736145803000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.00000000,1736145803999,0.00000000,0,0.00000000,0.00000000,0
1736145804000,3674.82000000,3674.82000000,3674.81000000,3674.82000000,12.60610000,1736145804999,46325.04207200,7,1.97310000,7250.78734200,0
1736145805000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.57410000,1736145805999,2109.71416200,2,0.57410000,2109.71416200,0
1736145806000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.00540000,1736145806999,19.84402800,1,0.00540000,19.84402800,0
1736145807000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.00980000,1736145807999,36.01323600,2,0.00980000,36.01323600,0
1736145808000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,10.62260000,1736145808999,39036.14293200,8,10.62260000,39036.14293200,0
1736145809000,3674.82000000,3674.92000000,3674.82000000,3674.92000000,0.08540000,1736145809999,313.83222000,26,0.08540000,313.83222000,0
1736145810000,3674.98000000,3674.98000000,3674.98000000,3674.98000000,6.91100000,1736145810999,25397.78678000,7,6.91100000,25397.78678000,0
1736145811000,3674.98000000,3674.98000000,3674.98000000,3674.98000000,10.61190000,1736145811999,38998.52026200,3,0.00000000,0.00000000,0
1736145812000,3674.99000000,3674.99000000,3674.98000000,3674.98000000,0.90540000,1736145812999,3327.32691800,6,0.00260000,9.55497400,0
1736145813000,3674.98000000,3674.98000000,3674.90000000,3674.90000000,4.48970000,1736145813999,16499.55304300,23,0.00000000,0.00000000,0
1736145814000,3674.82000000,3674.82000000,3674.82000000,3674.82000000,0.02420000,1736145814999,88.93064400,3,0.00000000,0.00000000,0
