Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,0.52270000,0.52270000,0.52270000,0.52270000,87.50000000,1736145776999,45.73625000,2,0.00000000,0.00000000,0
1736145777000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145778999,0.00000000,0,0.00000000,0.00000000,0
1736145779000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145779999,0.00000000,0,0.00000000,0.00000000,0
1736145780000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145780999,0.00000000,0,0.00000000,0.00000000,0
1736145781000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145781999,0.00000000,0,0.00000000,0.00000000,0
1736145782000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145782999,0.00000000,0,0.00000000,0.00000000,0
1736145783000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145783999,0.00000000,0,0.00000000,0.00000000,0
1736145784000,0.52270000,0.52270000,0.52270000,0.52270000,0.00000000,1736145784999,0.00000000,0,0.00000000,0.00000000,0
1736145785000,0.52250000,0.52250000,0.52250000,0.52250000,83.00000000,1736145785999,43.36750000,1,0.00000000,0.00000000,0
1736145786000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145786999,0.00000000,0,0.00000000,0.00000000,0
1736145787000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145787999,0.00000000,0,0.00000000,0.00000000,0
1736145788000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,0.52250000,0.52250000,0.52250000,0.52250000,1238.00000000,1736145790999,646.85500000,4,1238.00000000,646.85500000,0
1736145791000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145791999,0.00000000,0,0.00000000,0.00000000,0
1736145792000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145792999,0.00000000,0,0.00000000,0.00000000,0
1736145793000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145793999,0.00000000,0,0.00000000,0.00000000,0
1736145794000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145794999,0.00000000,0,0.00000000,0.00000000,0
1736145795000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145795999,0.00000000,0,0.00000000,0.00000000,0
1736145796000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145796999,0.00000000,0,0.00000000,0.00000000,0
1736145797000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145797999,0.00000000,0,0.00000000,0.00000000,0
1736145798000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145798999,0.00000000,0,0.00000000,0.00000000,0
1736145799000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145799999,0.00000000,0,0.00000000,0.00000000,0
1736145800000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145800999,0.00000000,0,0.00000000,0.00000000,0
1736145801000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145801999,0.00000000,0,0.00000000,0.00000000,0
1736145802000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145802999,0.00000000,0,0.00000000,0.00000000,0
1736145803000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145803999,0.00000000,0,0.00000000,0.00000000,0
1736145804000,0.52250000,0.52250000,0.52250000,0.52250000,0.00000000,1736145804999,0.00000000,0,0.00000000,0.00000000,0
1736145805000,0.52240000,0.52240000,0.52240000,0.52240000,28.10000000,1736145805999,14.67944000,1,28.10000000,14.67944000,0
1736145806000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145806999,0.00000000,0,0.00000000,0.00000000,0
1736145807000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145807999,0.00000000,0,0.00000000,0.00000000,0
1736145808000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145808999,0.00000000,0,0.00000000,0.00000000,0
1736145809000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145809999,0.00000000,0,0.00000000,0.00000000,0
1736145810000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145810999,0.00000000,0,0.00000000,0.00000000,0
1736145811000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145811999,0.00000000,0,0.00000000,0.00000000,0
1736145812000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145812999,0.00000000,0,0.00000000,0.00000000,0
1736145813000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145813999,0.00000000,0,0.00000000,0.00000000,0
1736145814000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145814999,0.00000000,0,0.00000000,0.00000000,0
1736145815000,0.52240000,0.52240000,0.52240000,0.52240000,12.20000000,1736145815999,6.37328000,1,0.00000000,0.00000000,0
1736145816000,0.52240000,0.52240000,0.52240000,0.52240000,103.60000000,1736145816999,54.12064000,1,0.00000000,0.00000000,0
1736145817000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145817999,0.00000000,0,0.00000000,0.00000000,0
1736145818000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145818999,0.00000000,0,0.00000000,0.00000000,0
1736145819000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145819999,0.00000000,0,0.00000000,0.00000000,0
1736145820000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145820999,0.00000000,0,0.00000000,0.00000000,0
1736145821000,0.52240000,0.52240000,0.52240000,0.52240000,0.00000000,1736145821999,0.00000000,0,0.00000000,0.00000000,0
