Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145776999,0.00000000,0,0.00000000,0.00000000,0
1736145777000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145778999,0.00000000,0,0.00000000,0.00000000,0
1736145779000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145779999,0.00000000,0,0.00000000,0.00000000,0
1736145780000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145780999,0.00000000,0,0.00000000,0.00000000,0
1736145781000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145781999,0.00000000,0,0.00000000,0.00000000,0
1736145782000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145782999,0.00000000,0,0.00000000,0.00000000,0
1736145783000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145783999,0.00000000,0,0.00000000,0.00000000,0
1736145784000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145784999,0.00000000,0,0.00000000,0.00000000,0
1736145785000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145785999,0.00000000,0,0.00000000,0.00000000,0
1736145786000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145786999,0.00000000,0,0.00000000,0.00000000,0
1736145787000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145787999,0.00000000,0,0.00000000,0.00000000,0
1736145788000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145790999,0.00000000,0,0.00000000,0.00000000,0
1736145791000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145791999,0.00000000,0,0.00000000,0.00000000,0
1736145792000,3669.94000000,3669.94000000,3669.94000000,3669.94000000,0.00000000,1736145792999,0.00000000,0,0.00000000,0.00000000,0
