Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,345.03000000,345.03000000,345.03000000,345.03000000,0.00000000,1736145776999,0.00000000,0,0.00000000,0.00000000,0
1736145777000,345.03000000,345.03000000,345.03000000,345.03000000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,345.03000000,345.03000000,345.03000000,345.03000000,0.00000000,1736145778999,0.00000000,0,0.00000000,0.00000000,0
1736145779000,345.03000000,345.03000000,345.03000000,345.03000000,0.00000000,1736145779999,0.00000000,0,0.00000000,0.00000000,0
1736145780000,345.03000000,345.03000000,345.03000000,345.03000000,0.00000000,1736145780999,0.00000000,0,0.00000000,0.00000000,0
1736145781000,344.96000000,345.04000000,344.96000000,345.04000000,1.99800000,1736145781999,689.31189000,6,1.99800000,689.31189000,0
1736145782000,345.04000000,345.04000000,345.04000000,345.04000000,0.00000000,1736145782999,0.00000000,0,0.00000000,0.00000000,0
1736145783000,345.04000000,345.04000000,345.04000000,345.04000000,0.00000000,1736145783999,0.00000000,0,0.00000000,0.00000000,0
1736145784000,345.04000000,345.04000000,345.04000000,345.04000000,0.00000000,1736145784999,0.00000000,0,0.00000000,0.00000000,0
1736145785000,345.00000000,345.00000000,345.00000000,345.00000000,4.38600000,1736145785999,1513.17000000,2,0.00000000,0.00000000,0
1736145786000,345.00000000,345.00000000,345.00000000,345.00000000,0.00000000,1736145786999,0.00000000,0,0.00000000,0.00000000,0
1736145787000,345.00000000,345.00000000,345.00000000,345.00000000,0.00000000,1736145787999,0.00000000,0,0.00000000,0.00000000,0
1736145788000,345.00000000,345.00000000,345.00000000,345.00000000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,345.00000000,345.00000000,345.00000000,345.00000000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,345.00000000,345.00000000,345.00000000,345.00000000,0.00000000,1736145790999,0.00000000,0,0.00000000,0.00000000,0
1736145791000,344.96000000,344.96000000,344.96000000,344.96000000,0.02900000,1736145791999,10.00384000,1,0.00000000,0.00000000,0
1736145792000,344.96000000,344.96000000,344.96000000,344.96000000,0.00000000,1736145792999,0.00000000,0,0.00000000,0.00000000,0
1736145793000,344.96000000,344.96000000,344.96000000,344.96000000,0.00000000,1736145793999,0.00000000,0,0.00000000,0.00000000,0
1736145794000,344.96000000,344.96000000,344.96000000,344.96000000,0.02900000,1736145794999,10.00384000,1,0.00000000,0.00000000,0
1736145795000,344.96000000,344.96000000,344.96000000,344.96000000,0.00000000,1736145795999,0.00000000,0,0.00000000,0.00000000,0
1736145796000,344.96000000,344.96000000,344.96000000,344.96000000,5.19400000,1736145796999,1791.72224000,3,0.00000000,0.00000000,0
1736145797000,344.96000000,344.96000000,344.96000000,344.96000000,0.00000000,1736145797999,0.00000000,0,0.00000000,0.00000000,0
1736145798000,344.83000000,344.83000000,344.77000000,344.77000000,4.35400000,1736145798999,1501.26402000,6,1.48800000,513.01776000,0
1736145799000,344.77000000,344.77000000,344.77000000,344.77000000,0.00000000,1736145799999,0.00000000,0,0.00000000,0.00000000,0
1736145800000,344.77000000,344.77000000,344.77000000,344.77000000,0.00000000,1736145800999,0.00000000,0,0.00000000,0.00000000,0
1736145801000,344.80000000,344.80000000,344.80000000,344.80000000,0.17300000,1736145801999,59.65040000,1,0.17300000,59.65040000,0
1736145802000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145802999,0.00000000,0,0.00000000,0.00000000,0
1736145803000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145803999,0.00000000,0,0.00000000,0.00000000,0
1736145804000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145804999,0.00000000,0,0.00000000,0.00000000,0
1736145805000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145805999,0.00000000,0,0.00000000,0.00000000,0
1736145806000,344.80000000,344.80000000,344.80000000,344.80000000,0.23500000,1736145806999,81.02800000,1,0.23500000,81.02800000,0
1736145807000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145807999,0.00000000,0,0.00000000,0.00000000,0
1736145808000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145808999,0.00000000,0,0.00000000,0.00000000,0
1736145809000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145809999,0.00000000,0,0.00000000,0.00000000,0
1736145810000,344.85000000,344.85000000,344.85000000,344.85000000,1.48100000,1736145810999,510.72285000,1,1.48100000,510.72285000,0
1736145811000,344.85000000,344.85000000,344.85000000,344.85000000,0.00000000,1736145811999,0.00000000,0,0.00000000,0.00000000,0
1736145812000,344.85000000,344.85000000,344.85000000,344.85000000,0.00000000,1736145812999,0.00000000,0,0.00000000,0.00000000,0
1736145813000,344.84000000,344.84000000,344.80000000,344.80000000,7.31600000,1736145813999,2522.71892000,4,0.00000000,0.00000000,0
1736145814000,344.80000000,344.80000000,344.80000000,344.80000000,0.00000000,1736145814999,0.00000000,0,0.00000000,0.00000000,0
