Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145776999,0.00000000,0,0.00000000,0.00000000,0
1736145777000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145778999,0.00000000,0,0.00000000,0.00000000,0
1736145779000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145779999,0.00000000,0,0.00000000,0.00000000,0
1736145780000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145780999,0.00000000,0,0.00000000,0.00000000,0
1736145781000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145781999,0.00000000,0,0.00000000,0.00000000,0
1736145782000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145782999,0.00000000,0,0.00000000,0.00000000,0
1736145783000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145783999,0.00000000,0,0.00000000,0.00000000,0
1736145784000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145784999,0.00000000,0,0.00000000,0.00000000,0
1736145785000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145785999,0.00000000,0,0.00000000,0.00000000,0
1736145786000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145786999,0.00000000,0,0.00000000,0.00000000,0
1736145787000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145787999,0.00000000,0,0.00000000,0.00000000,0
1736145788000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145790999,0.00000000,0,0.00000000,0.00000000,0
1736145791000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145791999,0.00000000,0,0.00000000,0.00000000,0
1736145792000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145792999,0.00000000,0,0.00000000,0.00000000,0
1736145793000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145793999,0.00000000,0,0.00000000,0.00000000,0
1736145794000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145794999,0.00000000,0,0.00000000,0.00000000,0
1736145795000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145795999,0.00000000,0,0.00000000,0.00000000,0
1736145796000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145796999,0.00000000,0,0.00000000,0.00000000,0
1736145797000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145797999,0.00000000,0,0.00000000,0.00000000,0
1736145798000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145798999,0.00000000,0,0.00000000,0.00000000,0
1736145799000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145799999,0.00000000,0,0.00000000,0.00000000,0
1736145800000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145800999,0.00000000,0,0.00000000,0.00000000,0
1736145801000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145801999,0.00000000,0,0.00000000,0.00000000,0
1736145802000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145802999,0.00000000,0,0.00000000,0.00000000,0
1736145803000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145803999,0.00000000,0,0.00000000,0.00000000,0
1736145804000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145804999,0.00000000,0,0.00000000,0.00000000,0
1736145805000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145805999,0.00000000,0,0.00000000,0.00000000,0
1736145806000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145806999,0.00000000,0,0.00000000,0.00000000,0
1736145807000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145807999,0.00000000,0,0.00000000,0.00000000,0
1736145808000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145808999,0.00000000,0,0.00000000,0.00000000,0
1736145809000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145809999,0.00000000,0,0.00000000,0.00000000,0
1736145810000,99659.76000000,99659.76000000,99659.76000000,99659.76000000,0.00000000,1736145810999,0.00000000,0,0.00000000,0.00000000,0
