Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
1736145776000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145776999,0.00000000,0,0.00000000,0.00000000,0
1736145777000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145777999,0.00000000,0,0.00000000,0.00000000,0
1736145778000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145778999,0.00000000,0,0.00000000,0.00000000,0
1736145779000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145779999,0.00000000,0,0.00000000,0.00000000,0
1736145780000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145780999,0.00000000,0,0.00000000,0.00000000,0
1736145781000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145781999,0.00000000,0,0.00000000,0.00000000,0
1736145782000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145782999,0.00000000,0,0.00000000,0.00000000,0
1736145783000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145783999,0.00000000,0,0.00000000,0.00000000,0
1736145784000,23.86000000,23.86000000,23.86000000,23.86000000,0.00000000,1736145784999,0.00000000,0,0.00000000,0.00000000,0
1736145785000,23.85000000,23.85000000,23.85000000,23.85000000,101.22000000,1736145785999,2414.09700000,6,0.00000000,0.00000000,0
1736145786000,23.85000000,23.85000000,23.85000000,23.85000000,0.00000000,1736145786999,0.00000000,0,0.00000000,0.00000000,0
1736145787000,23.85000000,23.85000000,23.85000000,23.85000000,0.00000000,1736145787999,0.00000000,0,0.00000000,0.00000000,0
1736145788000,23.85000000,23.85000000,23.85000000,23.85000000,0.00000000,1736145788999,0.00000000,0,0.00000000,0.00000000,0
1736145789000,23.85000000,23.85000000,23.85000000,23.85000000,0.00000000,1736145789999,0.00000000,0,0.00000000,0.00000000,0
1736145790000,23.85000000,23.86000000,23.85000000,23.86000000,363.00000000,1736145790999,8658.07120000,34,363.00000000,8658.07120000,0
1736145791000,23.87000000,23.87000000,23.87000000,23.87000000,4.06000000,1736145791999,96.91220000,1,4.06000000,96.91220000,0
1736145792000,23.87000000,23.87000000,23.87000000,23.87000000,0.00000000,1736145792999,0.00000000,0,0.00000000,0.00000000,0
1736145793000,23.87000000,23.87000000,23.87000000,23.87000000,0.00000000,1736145793999,0.00000000,0,0.00000000,0.00000000,0
